Statistical profiling result from result_con_console-v8.log, (8335 ticks, 16 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1   10.0%        Function: ^SendStream /home/rdonaire/Desktop/backend/node_modules/send/index.js:96:21
      1  100.0%          Function: ^send /home/rdonaire/Desktop/backend/node_modules/send/index.js:83:15
      1  100.0%            Function: ^serveStatic /home/rdonaire/Desktop/backend/node_modules/serve-static/index.js:72:31
      1   10.0%        Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:251:47
      1  100.0%          Function: ^step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1  100.0%            Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:30:40
      1   10.0%        /usr/local/bin/node
      1  100.0%          Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/fs-extra/lib/fs/index.js:1:1
      1  100.0%            Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
     41   14.1%    LazyCompile: *compileFunction node:vm:308:25
     41  100.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
     41  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
     37   90.2%          LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
     30   81.1%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      7   18.9%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      4    9.8%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
      4  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24

    287    3.4%  /usr/lib/x86_64-linux-gnu/libc.so.6
    150   52.3%    /usr/local/bin/node
     20   13.3%      /usr/local/bin/node
      4   20.0%        /usr/local/bin/node
      4  100.0%          Function: ^touch /home/rdonaire/Desktop/backend/node_modules/express-session/session/memory.js:147:45
      4  100.0%            Function: ^end /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:250:27
      3   15.0%        LazyCompile: *appendEscaped /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:416:40
      3  100.0%          LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      2   66.7%            Function: ^compileInput /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1   33.3%            LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1    5.0%        LazyCompile: ~pathtoRegexp /home/rdonaire/Desktop/backend/node_modules/path-to-regexp/index.js:28:22
      1  100.0%          LazyCompile: ~Layer /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:33:15
      1  100.0%            LazyCompile: ~use /home/rdonaire/Desktop/backend/node_modules/express/lib/router/index.js:439:25
      1    5.0%        LazyCompile: ~isIPv6 node:internal/net:35:16
      1  100.0%          LazyCompile: ~isIP node:internal/net:39:14
      1  100.0%            LazyCompile: ~lookupAndConnect node:net:1017:26
      1    5.0%        LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/webidl-conversions/lib/index.js:390:11
      1  100.0%          /usr/local/bin/node
      1  100.0%            Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/webidl-conversions/lib/index.js:1:1
      1    5.0%        LazyCompile: *realpathSync node:fs:2425:22
      1  100.0%          LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      1  100.0%            LazyCompile: *Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1    5.0%        LazyCompile: *readFile node:fs:373:18
      1  100.0%          LazyCompile: *readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:111:21
      1  100.0%            LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:368:47
      1    5.0%        LazyCompile: *quotedString /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:118:38
      1  100.0%          Function: ^pushSource /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:881:34
      1  100.0%            Function: ^appendEscaped /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:416:40
      1    5.0%        LazyCompile: *parse /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      1  100.0%          LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1  100.0%            LazyCompile: *step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1    5.0%        LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%          LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1  100.0%            LazyCompile: *step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1    5.0%        LazyCompile: *Glob._process /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:295:36
      1  100.0%          Function: ^Glob /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:117:15
      1  100.0%            Function: ^glob /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:62:15
      1    5.0%        Function: ^touch /home/rdonaire/Desktop/backend/node_modules/express-session/session/memory.js:147:45
      1  100.0%          Function: ^end /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:250:27
      1  100.0%            Function: ^send /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:111:25
      1    5.0%        Function: ^prepareMustache /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:99:25
      1  100.0%          LazyCompile: *anonymous /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:12:42
      1  100.0%            LazyCompile: *parse /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      1    5.0%        Function: ^normalize node:path:1127:12
      1  100.0%          LazyCompile: ~pipe /home/rdonaire/Desktop/backend/node_modules/send/index.js:506:43
      1  100.0%            LazyCompile: ~serveStatic /home/rdonaire/Desktop/backend/node_modules/serve-static/index.js:72:31
      1    5.0%        Function: ^clearBuffer node:internal/streams/writable:529:21
      1  100.0%          Function: ^Writable.uncork node:internal/streams/writable:341:37
      1  100.0%            Function: ^end node:_http_outgoing:833:45
      4    2.7%      LazyCompile: *realpathSync node:fs:2425:22
      3   75.0%        Function: ^toRealPath node:internal/modules/cjs/loader:393:20
      3  100.0%          Function: ^tryFile node:internal/modules/cjs/loader:384:17
      3  100.0%            Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
      1   25.0%        LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      1  100.0%          LazyCompile: *Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      3    2.0%      LazyCompile: *readFileAfterStat node:fs:326:27
      3    2.0%      LazyCompile: *makeAbs /home/rdonaire/Desktop/backend/node_modules/glob/common.js:203:18
      2   66.7%        LazyCompile: *Glob._process /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:295:36
      1   50.0%          LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:625:43
      1  100.0%            LazyCompile: *RES /home/rdonaire/Desktop/backend/node_modules/inflight/inflight.js:18:28
      1   50.0%          Function: ^Glob._processGlobStar2 /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:631:45
      1  100.0%            Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:625:43
      1   33.3%        LazyCompile: *Glob._processReaddir2 /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:375:44
      1  100.0%          Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:370:43
      1  100.0%            LazyCompile: *RES /home/rdonaire/Desktop/backend/node_modules/inflight/inflight.js:18:28
      3    2.0%      LazyCompile: *compile /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      3  100.0%        LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      3  100.0%          LazyCompile: *step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      3  100.0%            LazyCompile: *fulfilled /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:21:27
      3    2.0%      Function: ^getSession /home/rdonaire/Desktop/backend/node_modules/express-session/session/memory.js:164:20
      2   66.7%        Function: ^touch /home/rdonaire/Desktop/backend/node_modules/express-session/session/memory.js:147:45
      2  100.0%          Function: ^end /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:250:27
      2  100.0%            Function: ^send /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:111:25
      1   33.3%        Function: ^get /home/rdonaire/Desktop/backend/node_modules/express-session/session/memory.js:106:41
      1  100.0%          Function: ^session /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:179:26
      1  100.0%            Function: ^handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
      3    2.0%      Function: ^compileInput /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      3  100.0%        Function: ^ret /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      3  100.0%          Function: ^ExpressHandlebars._renderTemplate /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:321:60
      3  100.0%            Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      3    2.0%      Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2   66.7%        Function: ^Module.require node:internal/modules/cjs/loader:997:36
      2  100.0%          Function: ^require node:internal/modules/cjs/helpers:101:31
      1   50.0%            Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/mongoose/lib/schema.js:1:1
      1   50.0%            Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/log4js/lib/appenders/index.js:1:1
      1   33.3%        LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      1  100.0%          Function: ^require node:internal/modules/cjs/helpers:101:31
      1  100.0%            Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/fr/lorem/index.js:1:1
      2    1.3%      LazyCompile: ~ret /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      2  100.0%        LazyCompile: ~ExpressHandlebars._renderTemplate /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:321:60
      2  100.0%          LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      2  100.0%            Function: ^step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      2    1.3%      LazyCompile: ~alphasort /home/rdonaire/Desktop/backend/node_modules/glob/common.js:19:20
      2  100.0%        /usr/local/bin/node
      2  100.0%          LazyCompile: ~finish /home/rdonaire/Desktop/backend/node_modules/glob/common.js:122:17
      2  100.0%            LazyCompile: ~Glob._finish /home/rdonaire/Desktop/backend/node_modules/glob/glob.js:185:35
      2    1.3%      Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/mysql/lib/protocol/constants/errors.js:1:1
      2  100.0%        LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      2  100.0%          Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      2  100.0%            LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
      2    1.3%      Function: ^parseWithoutProcessing /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:33:32
      2  100.0%        Function: ^parse /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:51:15
      2  100.0%          Function: ^compileInput /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      2  100.0%            Function: ^ret /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      2    1.3%      Function: ^getHeader node:_http_outgoing:590:57
      1   50.0%        Function: ^writetop /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:270:24
      1  100.0%          Function: ^end /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:250:27
      1  100.0%            Function: ^send /home/rdonaire/Desktop/backend/node_modules/express/lib/response.js:111:25
      1   50.0%        Function: ^setcookie /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:655:19
      1  100.0%          Function: ^<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-session/index.js:220:28
      1  100.0%            Function: ^writeHead /home/rdonaire/Desktop/backend/node_modules/on-headers/index.js:28:29
     33   11.5%    LazyCompile: *compileFunction node:vm:308:25
     33  100.0%      LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
     33  100.0%        Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
     31   93.9%          LazyCompile: *Module.load node:internal/modules/cjs/loader:969:33
     24   77.4%            LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      7   22.6%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      2    6.1%          Function: ^Module.load node:internal/modules/cjs/loader:969:33
      2  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      9    3.1%    LazyCompile: *readFile node:fs:373:18
      5   55.6%      Function: ^go$readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:117:26
      5  100.0%        Function: ^readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:111:21
      4   80.0%          LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:368:47
      4  100.0%            LazyCompile: *step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1   20.0%          LazyCompile: *<anonymous> node:internal/util:346:24
      1  100.0%            /usr/local/bin/node
      4   44.4%      LazyCompile: *readFile /home/rdonaire/Desktop/backend/node_modules/graceful-fs/graceful-fs.js:111:21
      4  100.0%        LazyCompile: *<anonymous> /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:368:47
      4  100.0%          LazyCompile: *step /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      4  100.0%            LazyCompile: *__awaiter /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:18:54
      7    2.4%    LazyCompile: *close node:internal/fs/read_file_context:111:8
      7  100.0%      Function: ^readFileAfterRead node:internal/fs/read_file_context:25:27
      4    1.4%    LazyCompile: *readFileAfterOpen node:fs:310:27
      3    1.0%    LazyCompile: *realpathSync node:fs:2425:22
      2   66.7%      LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      2  100.0%        LazyCompile: *Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1   50.0%          LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      1  100.0%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      1   50.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
      1  100.0%            LazyCompile: *Module.require node:internal/modules/cjs/loader:997:36
      1   33.3%      Function: ^toRealPath node:internal/modules/cjs/loader:393:20
      1  100.0%        Function: ^tryFile node:internal/modules/cjs/loader:384:17
      1  100.0%          Function: ^tryExtensions node:internal/modules/cjs/loader:400:23
      1  100.0%            Function: ^tryPackage node:internal/modules/cjs/loader:338:20
      3    1.0%    LazyCompile: *readFileAfterStat node:fs:326:27
      3    1.0%    LazyCompile: *cpus node:os:133:14
      3  100.0%      Function: ^<anonymous> /home/rdonaire/Desktop/backend/server.js:144:18
      3  100.0%        LazyCompile: *handle /home/rdonaire/Desktop/backend/node_modules/express/lib/router/layer.js:86:49
      3  100.0%          Function: ^next /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:116:16
      3  100.0%            Function: ^dispatch /home/rdonaire/Desktop/backend/node_modules/express/lib/router/route.js:98:45

    164    2.0%  fwrite@@GLIBC_2.2.5
     81   49.4%    /usr/local/bin/node
      4    4.9%      LazyCompile: ~prepare /home/rdonaire/Desktop/backend/node_modules/engine.io/build/server.js:327:12
      4  100.0%        LazyCompile: ~handleRequest /home/rdonaire/Desktop/backend/node_modules/engine.io/build/server.js:343:18
      4  100.0%          LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/engine.io/build/server.js:479:30
      4  100.0%            LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/socket.io/dist/index.js:262:27
      4    4.9%      /usr/local/bin/node
      1   25.0%        LazyCompile: ~getStack /home/rdonaire/Desktop/backend/node_modules/depd/index.js:381:19
      1  100.0%          LazyCompile: ~depd /home/rdonaire/Desktop/backend/node_modules/depd/index.js:103:15
      1  100.0%            Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/body-parser/index.js:1:1
      1   25.0%        LazyCompile: ~check /home/rdonaire/Desktop/backend/node_modules/tarn/dist/Pool.js:155:10
      1  100.0%          LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/tarn/dist/Pool.js:457:41
      1  100.0%            LazyCompile: ~listOnTimeout node:internal/timers:507:25
      1   25.0%        LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/log4js/lib/appenders/console.js:5:10
      1  100.0%          LazyCompile: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/log4js/lib/log4js.js:42:29
      1  100.0%            /usr/local/bin/node
      1   25.0%        Function: ^getOwn node:internal/bootstrap/loaders:180:16
      1  100.0%          Function: ^syncExports node:internal/bootstrap/loaders:287:14
      1  100.0%            LazyCompile: ~<anonymous> node:internal/bootstrap/loaders:273:15
      1    1.2%      LazyCompile: ~urlencoded /home/rdonaire/Desktop/backend/node_modules/body-parser/lib/types/urlencoded.js:43:21
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/server.js:1:1
      1  100.0%          LazyCompile: ~Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.2%      LazyCompile: ~toBin /home/rdonaire/Desktop/backend/node_modules/mongoose/node_modules/mongodb/lib/cmap/commands.js:496:10
      1  100.0%        LazyCompile: ~writeCommand /home/rdonaire/Desktop/backend/node_modules/mongoose/node_modules/mongodb/lib/cmap/message_stream.js:35:17
      1  100.0%          LazyCompile: ~write /home/rdonaire/Desktop/backend/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection.js:513:15
      1  100.0%            LazyCompile: ~command /home/rdonaire/Desktop/backend/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection.js:247:12
      1    1.2%      LazyCompile: ~setupWarningHandler node:internal/bootstrap/pre_execution:142:29
      1  100.0%        LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:28:36
      1  100.0%          Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    1.2%      LazyCompile: ~setupPerfHooks node:internal/bootstrap/pre_execution:283:24
      1  100.0%        LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:28:36
      1  100.0%          Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    1.2%      LazyCompile: ~setOption /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/connection_string.js:406:19
      1  100.0%        LazyCompile: ~parseOptions /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/connection_string.js:204:22
      1  100.0%          LazyCompile: ~MongoClient /home/rdonaire/Desktop/backend/node_modules/mongodb/lib/mongo_client.js:60:16
      1  100.0%            Function: ~<anonymous> /home/rdonaire/Desktop/backend/models/mensajesMongoDb.js:1:1
      1    1.2%      LazyCompile: ~ret._setup /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/runtime.js:217:25
      1  100.0%        LazyCompile: ~ret /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/runtime.js:188:15
      1  100.0%          LazyCompile: ~ret /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      1  100.0%            LazyCompile: ~ExpressHandlebars._renderTemplate /home/rdonaire/Desktop/backend/node_modules/express-handlebars/dist/express-handlebars.js:321:60
      1    1.2%      LazyCompile: ~realpathSync node:fs:2425:22
      1  100.0%        LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      1  100.0%          LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      1  100.0%            LazyCompile: ~resolveMainPath node:internal/modules/run_main:15:25
      1    1.2%      LazyCompile: ~preparePath /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:63:21
      1  100.0%        LazyCompile: ~anonymous /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:12:42
      1  100.0%          Function: ^parse /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:269:30
      1  100.0%            LazyCompile: ~parseWithoutProcessing /home/rdonaire/Desktop/backend/node_modules/handlebars/dist/cjs/handlebars/compiler/base.js:33:32
      1    1.2%      LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:28:36
      1  100.0%        Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    1.2%      LazyCompile: ~p /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/hy/index.js:1:246
      1  100.0%        LazyCompile: ~t /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/hy/index.js:1:419
      1  100.0%          Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/hy/index.js:1:1
      1  100.0%            LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1    1.2%      LazyCompile: ~onEofChunk node:internal/streams/readable:533:20
      1  100.0%        Function: ^readableAddChunk node:internal/streams/readable:236:26
      1  100.0%          Function: ^Readable.push node:internal/streams/readable:227:35
      1  100.0%            LazyCompile: ~parserOnMessageComplete node:_http_common:147:33
      1    1.2%      LazyCompile: ~nextTick node:internal/process/task_queues:104:18
      1  100.0%        LazyCompile: ~construct node:internal/streams/destroy:225:19
      1  100.0%          LazyCompile: ~Writable node:internal/streams/writable:219:18
      1  100.0%            LazyCompile: ~WriteStream node:internal/fs/streams:306:21
      1    1.2%      LazyCompile: ~m /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/en/word/noun.js:1:375
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/en/word/noun.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.2%      LazyCompile: ~isPathPercentEncode /home/rdonaire/Desktop/backend/node_modules/whatwg-url/lib/percent-encoding.js:69:29
      1  100.0%        LazyCompile: ~isUserinfoPercentEncode /home/rdonaire/Desktop/backend/node_modules/whatwg-url/lib/percent-encoding.js:76:33
      1  100.0%          LazyCompile: ~utf8PercentEncodeCodePointInternal /home/rdonaire/Desktop/backend/node_modules/whatwg-url/lib/percent-encoding.js:97:44
      1  100.0%            LazyCompile: ~utf8PercentEncodeCodePoint /home/rdonaire/Desktop/backend/node_modules/whatwg-url/lib/percent-encoding.js:112:36
      1    1.2%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/ur/vehicle/index.js:1:355
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/ur/vehicle/index.js:1:1
      1  100.0%          LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.2%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/pt_BR/company/index.js:1:355
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/pt_BR/company/index.js:1:1
      1  100.0%          LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.2%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/pl/company/index.js:1:355
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/pl/company/index.js:1:1
      1  100.0%          LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.2%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/nl_BE/phone_number/index.js:1:355
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/nl_BE/phone_number/index.js:1:1
      1  100.0%          LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.2%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/mk/address/index.js:1:355
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/mk/address/index.js:1:1
      1  100.0%          LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.2%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/lv/address/index.js:1:355
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/lv/address/index.js:1:1
      1  100.0%          LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
      1    1.2%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/it/company/bs_verb.js:1:311
      1  100.0%        LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/it/company/index.js:1:355
      1  100.0%          Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/it/company/index.js:1:1
      1  100.0%            LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1    1.2%      LazyCompile: ~get /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/fr_CH/animal/index.js:1:355
      1  100.0%        Function: ~<anonymous> /home/rdonaire/Desktop/backend/node_modules/@faker-js/faker/dist/cjs/locales/fr_CH/animal/index.js:1:1
      1  100.0%          LazyCompile: *Module._compile node:internal/modules/cjs/loader:1059:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1114:37
